名稱,代號,2024配息率,2023配息率,2022配息率,2021配息率,平均配息率,23Q1營收,23Q1EPS,23Q2營收,23Q2EPS,23Q3營收,23Q3EPS,23Q4營收,23Q4EPS,2023EPS,股價,24Q1營收,24Q1EPS,24Q2營收,24Q2EPS,24Q3營收,24Q3EPS,10月營收,11月營收,12月營收
力新,"=""5202""",38.7,0.0,-212.0,0.0,-43.325,0.28,-0.18,0.36,0.21,0.38,0.11,0.33,1.66,1.81,22.8,0.38,0.08,0.41,2.23,0.36,-0.18,0.1,0.1,0.29
訊連,"=""5203""",99.6,98.3,-23.8,100.0,68.52499999999999,4.31,0.69,4.46,0.78,4.79,1.2,5.09,0.14,2.81,97.4,4.92,1.26,5.31,1.08,5.23,0.56,1.7,1.72,1.8
中茂,"=""5205""",0.0,0.0,0.0,0.0,0.0,0.02,-0.35,0.04,-0.46,0.07,-0.36,0.08,-0.38,-1.55,30.3,0.05,-0.38,0.12,-0.3,0.08,-0.31,0.02,0.02,0.03
坤悅,"=""5206""",56.5,-74.6,88.9,41.8,28.15,15.5,1.12,1.02,-0.14,3.72,-0.15,13.5,1.47,2.3,40.95,0.18,-0.41,9.88,0.84,13.9,1.86,0.12,0.3,0.0
新鼎,"=""5209""",84.0,85.2,87.7,69.1,81.5,11.8,2.89,17.1,3.48,18,3.36,20.9,2.81,12.51,168.0,16.9,3.77,17.9,3.65,16.2,3.76,4.23,4.06,4.76
寶碩,"=""5210""",0.0,0.0,0.0,0.0,0.0,0.57,-0.31,0.63,-0.37,0.71,-0.42,0.79,-0.46,-1.56,25.95,0.75,-0.47,0.51,-0.72,0.49,-0.29,0.2,0.23,0.35
蒙恬,"=""5211""",0.0,79.8,47.3,0.0,31.775,0.36,-4.08,0.36,-0.2,0.48,-0.05,0.46,-0.23,-4.56,25.0,0.41,-0.21,0.44,-0.31,0.4,-0.4,0.14,0.13,0.11
凌網,"=""5212""",89.3,92.9,93.3,89.1,91.15,1.48,-0.15,2.28,0.83,2.65,1.53,3.62,1.16,3.36,59.0,2.08,0.44,2.64,1.16,2.41,1.26,1.15,1.1,2.0
亞昕,"=""5213""",62.7,97.3,122.0,113.0,98.75,0.88,-0.09,1.31,-0.16,23.4,1.15,30.3,1.64,2.59,30.8,10.7,-0.02,2.93,-0.2,2.21,-0.37,1.31,9.21,60.55
科嘉-KY,"=""5215""",54.5,43.3,57.1,61.0,53.975,4.34,0.11,6.34,1.56,7.44,0.7,7.1,0.39,2.75,42.2,5.5,0.49,6.91,1.44,7.51,0.9,2.31,2.56,2.24
萬達光電,"=""5220""",94.7,62.5,64.1,63.7,71.25,2.2,0.34,2.22,0.53,1.62,0.01,1.8,0.06,0.95,20.4,1.86,0.26,1.75,0.19,1.59,-0.14,0.56,0.58,0.49
全訊,"=""5222""",68.0,80.9,86.6,33.9,67.35,2.22,0.62,3.45,2.01,3.1,1.65,3.74,1.78,5.88,122.0,2.78,0.96,3.63,1.58,3.31,1.47,1.03,0.94,1.33
安力-KY,"=""5223""",0.0,45.5,51.7,52.1,37.325,3.37,-0.37,3.42,0.3,4.31,0.0,4.15,-0.02,-0.08,29.7,3.23,-0.38,3.76,-0.23,4.75,0.09,1.54,1.73,1.59
東科-KY,"=""5225""",81.9,50.5,9.95,0.0,35.5875,20.2,1.08,25.3,2.04,35.8,3.27,25.1,1.69,8.02,129.0,27.6,2.52,30.7,3.55,38,4.52,10.86,7.7,9.11
立凱-KY,"=""5227""",0.0,0.0,0.0,0.0,0.0,2.71,-1.37,2.72,-2.44,1.48,-2.77,1.19,-1.58,-7.0,38.7,1.14,-1.0,1.69,-0.8,1.33,-0.97,0.87,0.59,0.29
鈺鎧,"=""5228""",0.0,21.7,25.8,23.0,17.625,1.29,-0.2,1.27,-0.26,0.96,-0.71,0.9,-0.83,-2.0,18.5,0.95,-0.8,1.09,-0.62,1.2,-0.41,0.37,0.38,0.31
雷笛克光學,"=""5230""",738.0,-250.0,62.5,-1000.0,-112.375,2.74,-0.16,2.89,-0.24,3.36,0.19,3.69,0.28,0.07,25.35,3.44,0.21,3.85,0.14,4.17,0.23,1.32,1.37,1.28
達興材料,"=""5234""",80.4,79.5,80.1,81.3,80.325,9.62,0.96,11.3,1.46,11.7,1.62,9.98,1.06,5.1,225.5,9.49,1.11,10.3,1.4,10.7,1.3,3.53,3.4,3.74
凌陽創新,"=""5236""",95.1,107.0,84.5,88.0,93.65,3.24,1.07,4.02,1.86,4.8,2.35,4.44,2.09,7.36,144.0,3.64,1.94,4.07,1.89,5.5,2.42,1.6,1.59,1.77
乙盛-KY,"=""5243""",45.1,33.7,50.9,62.0,47.925,29.9,0.96,31.4,1.25,27.3,0.84,27,0.5,3.55,58.2,28.8,0.6,31.7,0.81,33.9,0.96,13.47,12.71,10.32
弘凱,"=""5244""",50.0,58.1,59.4,58.3,56.45,1.93,0.47,2,0.52,2.25,0.65,2.63,0.76,2.4,48.75,1.83,0.57,2.17,0.5,2.3,0.63,0.76,0.79,0.74
智晶,"=""5245""",0.0,61.1,100.0,50.3,52.85,2.57,0.09,2.39,-0.47,2.01,-1.36,1.99,-1.48,-3.22,33.85,2.12,-0.72,2.33,-0.61,2.32,-0.88,0.76,0.71,0.75
天鉞電,"=""5251""",0.0,0.0,0.0,0.0,0.0,0.34,-0.56,0.38,-0.46,0.47,-0.41,0.6,-0.41,-1.84,23.6,0.55,0.06,0.71,0.15,0.51,-0.39,0.24,0.21,0.56
虹堡,"=""5258""",13.9,9.77,21.5,26.9,18.0175,17.3,2.18,19.7,2.0,20.9,2.45,22.6,2.22,8.65,81.9,17.1,1.75,18.9,1.46,20.9,1.53,6.84,6.04,8.61
智崴,"=""5263""",-17.9,-147.0,0.0,0.0,-41.225,1.81,-0.15,1.95,-1.53,2.31,0.0,2.56,-1.1,-2.79,141.5,2.24,0.12,2.58,-0.36,4.02,0.43,1.59,1.62,1.87
祥碩,"=""5269""",57.7,52.8,56.2,54.3,55.25,14,5.63,15.6,7.08,17.3,9.74,17.1,9.75,32.19,2085.0,19.5,12.8,21.1,13.18,21.3,13.06,6.23,6.41,6.36
笙科,"=""5272""",0.0,80.2,89.7,0.0,42.475,0.73,-0.28,0.77,-0.23,0.96,0.19,0.87,-0.24,-0.56,26.4,0.82,-0.27,0.82,0.48,0.88,0.0,0.28,0.23,0.3
信驊,"=""5274""",75.0,80.8,91.4,88.5,83.92500000000001,6.69,4.93,6.8,6.37,7.97,7.16,9.84,8.2,26.66,3610.0,10.1,10.36,13.6,13.44,19.9,19.3,6.86,6.81,7.37
達輝-KY,"=""5276""",-84.5,81.1,18.9,0.0,3.8749999999999982,2.28,-0.02,2.05,-0.49,1.99,0.2,1.59,-0.39,-0.71,20.15,1.84,0.02,1.92,0.12,2.43,0.45,0.94,0.89,0.89
尚凡*,"=""5278""",90.0,89.9,80.4,88.7,87.25,4.46,3.18,4.76,2.68,4.96,2.48,6.44,4.19,13.39,34.65,4.52,0.33,5,3.01,5.17,1.96,1.91,3.58,2.13
禾聯碩,"=""5283""",79.4,55.1,48.7,42.8,56.5,12.3,0.94,19.8,3.38,16.1,2.29,13.7,1.17,7.78,102.5,11.2,-0.46,19.1,2.76,19.4,3.13,4.72,4.15,5.56
jpp-KY,"=""5284""",247.0,33.1,76.7,79.2,109.0,5.59,2.52,5.62,2.76,6.45,2.99,4.84,0.07,8.33,173.0,6.03,-1.26,4.71,0.23,6.15,0.5,2.53,2.48,2.11
界霖,"=""5285""",114.0,85.8,83.0,176.0,114.7,12.8,0.14,12.6,0.93,13.3,0.46,12.7,0.22,1.75,50.0,11.9,0.55,12.6,1.06,13.5,0.06,4.28,3.86,4.16
數字,"=""5287""",74.3,73.7,47.5,81.4,69.225,4.94,2.97,5.43,3.39,5.61,3.56,5.53,2.83,12.74,184.0,5.25,3.05,5.75,3.44,5.88,3.43,1.94,1.86,1.94
豐祥-KY,"=""5288""",45.3,45.4,47.0,34.1,42.95,18.4,3.57,18,3.35,17.3,4.04,19,4.64,15.6,201.0,17.8,3.91,19,4.46,17.4,2.47,5.24,7.17,6.92
宜鼎,"=""5289""",78.6,64.2,60.8,58.4,65.5,22.6,4.02,19.3,2.66,19.9,3.47,21.3,2.97,12.98,210.5,21.8,3.98,21.9,3.26,23.2,2.08,7.48,7.59,7.21
邑昇,"=""5291""",235.0,61.1,48.2,57.6,100.475,2.72,0.28,2.19,0.18,2.27,0.02,2.28,-0.14,0.34,24.4,2.3,0.12,2.54,0.32,2.61,-0.1,0.83,0.76,0.82
華懋,"=""5292""",46.2,38.0,27.7,46.2,39.525000000000006,6.36,2.07,3.99,2.65,4.07,1.84,6.48,3.12,9.75,154.5,5.51,2.45,4.54,2.26,5.32,2.23,2.97,1.85,2.26
杰力,"=""5299""",80.1,52.8,65.5,70.2,67.14999999999999,3.77,1.24,4.68,2.1,4.56,1.72,4.33,0.06,5.13,85.2,4.08,2.27,4.4,1.77,4.34,0.76,1.31,1.4,1.39
寶得利,"=""5301""",0.0,0.0,0.0,0.0,0.0,0.32,-0.14,0.51,-0.17,0.68,-0.07,0.85,-0.23,-0.61,11.35,0.98,-0.06,1.12,-0.16,0.86,-0.02,0.17,0.22,0.34
太欣,"=""5302""",0.0,0.0,0.0,0.0,0.0,0.03,-0.08,0.05,-0.09,0.03,-0.07,0.01,-0.1,-0.34,9.82,0.03,-0.06,0.04,-0.07,0.04,-0.07,0.01,0.01,0.01
桂盟,"=""5306""",60.0,61.7,55.4,59.1,59.05,13.1,1.94,12.3,1.74,11.6,1.27,10.2,0.94,5.89,125.0,11,1.21,13.6,2.08,13.7,2.54,3.66,3.82,4.14
系統電,"=""5309""",49.6,0.0,0.0,0.0,12.4,8.86,0.45,7.36,0.36,7.77,0.3,8.8,0.34,1.41,38.95,8.98,0.35,7.53,0.28,6.94,-0.2,2.59,2.46,2.6
天剛,"=""5310""",0.0,0.0,0.0,0.0,0.0,0.01,1.03,0.05,0.19,0.01,-0.99,0.05,-0.19,0.01,51.0,0.0,1.31,0.0,-0.11,0.0,2.23,0.0,0.0,0.0
寶島科,"=""5312""",86.2,152.0,89.0,78.0,101.3,9.72,1.96,9.25,1.37,9.87,1.97,9.79,1.65,6.96,110.5,10.2,2.37,9.55,1.79,10.1,2.49,3.33,3.19,3.42
世紀,"=""5314""",66.1,0.0,0.0,0.0,16.525,0.04,-0.33,0.03,-0.28,0.05,1.99,0.73,0.74,2.11,737.0,1.62,5.38,1.21,3.31,0.78,0.87,0.63,0.92,1.29
光聯,"=""5315""",94.1,75.6,74.7,91.2,83.89999999999999,4.54,0.31,4.63,0.39,3.53,0.23,2.88,-0.08,0.85,19.65,2.97,0.17,3.89,0.36,3.92,0.3,1.49,1.6,1.68
美而快,"=""5321""",-53.6,56.2,57.2,0.0,14.95,8.12,1.06,9.22,1.29,8.38,0.21,6.94,-0.47,1.66,58.6,7.11,-0.77,8.87,0.0,9.03,0.2,2.91,3.17,2.86
士開,"=""5324""",0.0,0.0,0.0,0.0,0.0,1.35,-0.2,1.28,-0.22,1.51,-0.07,1.96,-0.03,-0.53,11.8,1.68,-0.17,1.52,-0.22,9.45,0.5,2.2,6.21,4.87
華容,"=""5328""",76.1,0.0,75.0,0.0,37.775,2.52,0.08,2.82,0.19,2.7,0.18,2.15,0.01,0.46,15.9,1.76,0.04,2.0,0.04,2.46,0.05,0.78,0.87,0.79
建榮,"=""5340""",0.0,0.0,0.0,0.0,0.0,2.8,0.01,2.48,-0.01,3.09,0.06,3.95,0.06,0.13,36.95,4.33,0.16,4.54,0.19,5.52,0.13,1.79,1.78,1.74
立衛,"=""5344""",0.0,0.0,0.0,0.0,0.0,0.54,-0.18,0.67,-0.02,0.78,0.06,0.99,0.26,0.11,17.2,0.86,0.15,0.88,0.16,0.95,0.13,0.3,0.28,0.26
天揚,"=""5345""",0.0,0.0,0.0,0.0,0.0,0.01,-0.03,0.01,-0.19,0.02,-0.13,0.02,-0.69,-1.51,26.5,0.01,-0.63,0.01,-1.08,0.02,-0.07,0.01,0.01,0.01
世界,"=""5347""",100.0,48.3,62.4,90.9,75.4,81.9,0.83,98.5,1.22,106,0.99,96.7,1.46,4.5,95.4,96.3,0.78,111,1.1,118,1.3,37.93,34.57,43.03
正能量智能,"=""5348""",0.0,0.0,0.0,0.0,0.0,0.66,0.09,0.53,0.05,0.69,0.09,0.82,-0.01,0.22,23.75,0.58,-0.13,0.63,-0.08,0.65,-0.46,0.26,0.23,0.37
鈺創,"=""5351""",0.0,3.99,20.4,0.0,6.0975,5.62,-0.78,7.41,-0.48,6.61,-0.96,6.98,-0.89,-3.09,32.3,8.47,-0.65,10.2,-0.39,9.29,-0.34,2.2,2.29,2.31
台林,"=""5353""",66.4,66.3,89.1,96.6,79.6,5.14,0.63,5.27,0.82,4.88,0.58,4.52,0.11,2.14,32.5,4.84,0.52,4.41,0.57,5.05,0.66,1.34,1.33,1.66
佳總,"=""5355""",0.0,0.0,0.0,0.0,0.0,1.43,-0.12,1.27,-0.14,1.11,-0.22,1.16,-0.34,-0.82,9.7,1.21,-0.18,1.3,-0.18,1.27,-0.29,0.34,0.39,0.31
協益,"=""5356""",42.0,-250.0,-464.0,91.7,-145.075,7.75,0.78,6.8,-0.41,7.08,0.01,11.6,5.1,5.48,29.8,8.66,1.14,8.82,0.57,11,0.1,3.3,3.5,3.48
力麗店,"=""5364""",0.0,0.0,0.0,0.0,0.0,1.05,-0.53,1.14,-0.65,1.37,-0.13,1.2,-0.46,-1.77,27.85,0.83,-0.45,0.79,-0.58,1.09,-0.61,0.28,0.7,0.52
中光電,"=""5371""",84.3,74.6,78.1,111.0,87.0,95.7,0.65,96.3,1.05,104,1.2,98.9,0.66,3.56,80.3,91.2,0.37,99.7,0.72,107,0.52,29.93,32.19,36.75
合正,"=""5381""",0.0,0.0,0.0,0.0,0.0,2.09,0.01,5.13,0.17,1.83,0.06,2.84,-0.19,0.05,20.55,7.53,0.27,4.66,0.12,5.82,0.19,2.31,1.92,1.1
青雲,"=""5386""",17.5,15.8,16.9,29.4,19.9,3.79,0.41,5.8,0.44,4.68,0.29,5.47,1.07,2.28,75.0,7.13,1.04,4.81,0.14,18,0.39,4.32,5.5,4.61
中磊,"=""5388""",54.5,59.4,69.8,71.0,63.675,157,1.97,157,2.05,156,2.53,156,2.68,9.17,124.0,162,2.35,137,1.84,135,1.83,36.73,44.33,53.22
能率,"=""5392""",90.9,-52.0,86.2,-41.3,20.950000000000003,20.5,-0.25,22.8,0.56,25.5,0.11,25.4,-0.08,0.33,33.65,22.0,-0.04,24.6,0.33,23.6,-0.14,8.24,7.8,8.43
慕康生醫,"=""5398""",0.0,0.0,41.1,73.5,28.65,0.5,-0.29,0.57,0.0,0.5,-0.1,0.36,-0.26,-0.64,17.55,0.39,0.03,0.65,0.16,0.68,0.05,0.26,0.29,0.14
中菲,"=""5403""",71.7,72.9,68.1,57.7,67.60000000000001,6.22,1.71,6.65,2.47,7.26,2.3,7.53,1.9,8.37,121.0,7.05,1.71,7.47,1.87,7.12,1.89,2.17,3.05,4.7
國眾,"=""5410""",97.2,77.0,86.2,84.2,86.14999999999999,7.83,0.32,8.45,0.65,8.35,0.49,9.95,0.65,2.12,29.6,7.94,0.41,9.24,0.36,9.88,0.34,3.75,4.88,3.28
台半,"=""5425""",69.2,63.7,70.4,65.5,67.2,36.3,0.93,37.6,0.62,37.5,0.94,34.8,0.4,2.89,52.5,31.7,0.42,35.8,0.5,38.4,0.33,13.33,14.21,14.59
振發,"=""5426""",0.0,17.7,0.0,0.0,4.425,3.75,0.0,3.32,0.11,3.73,0.17,3.28,-0.22,0.05,29.45,2.98,0.06,3.48,0.04,3.68,0.57,1.39,1.48,2.03
新門,"=""5432""",61.9,109.0,0.0,0.0,42.725,0.52,0.17,0.77,0.34,0.67,0.66,0.64,0.23,1.41,122.5,0.47,0.28,0.51,0.44,0.51,0.29,0.12,0.12,0.14
崇越,"=""5434""",65.1,60.2,69.7,70.3,66.325,125,4.07,121,3.69,125,4.25,122,3.43,15.36,290.5,119,4.11,138,5.41,154,4.93,52.38,52.19,54.5
東友,"=""5438""",556.0,63.0,80.4,1000.0,424.85,2.48,-0.5,3.64,0.26,3.14,0.64,2.7,-0.31,0.09,23.4,2.45,-0.05,3.2,-0.11,3.88,0.81,1.3,1.28,1.23
高技,"=""5439""",80.9,82.9,78.1,72.9,78.7,10.2,1.21,11,1.51,11,1.61,11.3,0.73,5.07,107.5,9.24,1.08,10,0.97,10.6,0.45,4.07,4.3,3.57
均豪,"=""5443""",96.0,74.7,97.4,108.0,94.025,7.38,0.24,6.58,0.26,6.66,0.1,10.3,0.65,1.25,101.0,10.2,0.29,8.98,0.67,10.1,0.65,4.73,4.84,5.48
南良,"=""5450""",250.0,44.8,48.8,0.0,85.9,5.83,0.01,6.48,0.09,5.72,0.03,6.09,-0.02,0.1,17.8,6.0,0.31,6.99,0.21,6.82,0.25,2.43,2.22,2.24
佶優,"=""5452""",45.5,79.4,50.0,71.4,61.575,13.3,0.05,13.5,0.08,13.9,0.14,13.4,0.06,0.33,28.2,13.4,0.1,14.5,0.16,14.9,-0.06,4.36,4.62,4.31
昇益,"=""5455""",0.0,0.0,0.0,0.0,0.0,0.01,-0.12,0.01,-0.12,0.01,-0.13,16.1,2.91,2.54,57.4,12.6,2.78,0.01,-0.1,0.01,-0.24,0.0,22.38,1.27
宣德,"=""5457""",30.7,40.0,48.9,50.1,42.425,34,-0.4,42.5,0.01,47.7,1.3,43.1,0.13,1.04,51.6,41.7,0.25,49.2,0.01,71.2,1.49,21.77,22.35,20.55
同協,"=""5460""",0.0,0.0,0.0,500.0,125.0,0.88,-0.14,0.91,-0.01,1.0,0.11,0.79,-0.17,-0.2,14.3,0.54,-0.02,0.81,0.16,0.72,-0.02,0.24,0.25,0.21
霖宏,"=""5464""",100.0,49.4,41.6,0.0,47.75,2.79,0.1,2.54,0.95,2.7,1.87,2.87,-2.11,0.8,23.9,2.36,1.51,2.9,0.43,2.98,-0.96,0.61,0.87,0.8
富驊,"=""5465""",76.5,74.3,90.6,100.0,85.35,12.7,0.47,14.5,0.66,13.4,0.42,13.8,0.41,1.96,37.8,13,0.39,10.5,0.57,8.97,0.36,3.31,3.97,5.17
凱鈺,"=""5468""",0.0,0.0,0.0,0.0,0.0,0.24,-0.17,0.32,-0.27,0.32,-0.05,0.29,-0.8,-1.29,20.55,0.27,-0.15,0.33,0.07,0.28,-0.08,0.11,0.11,0.1
瀚宇博,"=""5469""",31.7,39.5,31.2,35.8,34.55,103,1.14,108,1.51,118,1.95,101,0.47,5.07,51.5,92.5,0.99,104,1.76,118,1.56,34.04,33.46,34.27
松翰,"=""5471""",108.0,72.5,80.4,93.3,88.55,5.38,0.05,6.63,0.45,6.98,0.36,7.1,0.25,1.11,40.2,6.12,0.28,7.24,0.44,6.91,0.14,2.17,2.4,2.59
聰泰,"=""5474""",69.0,48.0,51.8,43.3,53.025000000000006,2.53,0.96,2.81,1.02,3.28,1.67,3.19,1.43,5.07,178.0,3.12,1.37,3.13,1.71,2.8,1.91,0.98,1.08,0.83
德宏,"=""5475""",0.0,0.0,0.0,0.0,0.0,1.49,-0.35,1.34,-0.57,1.67,-0.32,0.89,-0.44,-1.67,11.7,0.84,-0.4,1.63,-0.25,1.39,-0.2,0.48,0.49,0.68
智冠,"=""5478""",0.0,90.5,81.7,53.0,56.3,16.6,2.17,16,1.77,14.3,1.56,15.6,1.59,7.09,122.5,17.2,1.83,16.5,2.64,18.2,1.85,5.2,5.11,5.51
新華,"=""5481""",0.0,0.0,33.1,6.46,9.89,0.23,-0.12,0.22,-0.11,0.29,-0.1,0.23,-0.06,-0.4,30.05,0.24,-0.14,0.22,-0.1,0.29,0.11,0.07,0.07,0.08
中美晶,"=""5483""",47.2,38.7,47.4,53.2,46.625,209,4.21,203,4.15,196,4.6,211,3.88,16.99,116.5,197,3.4,199,2.94,201,2.35,69.77,62.84,67.05
慧友,"=""5484""",0.0,0.0,0.0,0.0,0.0,0.96,0.18,0.9,-0.22,0.88,-0.22,0.95,-0.47,-0.73,54.7,0.82,-0.21,1.75,-0.05,1.02,-0.45,0.42,0.5,0.11
通泰,"=""5487""",0.0,0.0,67.0,65.2,33.05,0.42,-0.17,0.38,-0.34,0.36,-0.44,0.45,-0.25,-1.2,34.55,0.45,-0.08,0.47,0.0,0.53,0.02,0.16,0.15,0.18
松普,"=""5488""",0.0,0.0,0.0,0.0,0.0,3.05,-0.01,2.85,0.77,1.64,-0.13,1.46,-0.21,0.41,12.1,1.77,-0.02,1.84,0.09,2.54,0.05,0.81,0.61,0.81
彩富,"=""5489""",165.0,52.8,80.0,-352.0,-13.549999999999995,3.67,0.31,3.77,0.44,3.67,0.54,4.2,-0.66,0.62,39.1,3.57,0.35,4.94,0.61,4.84,0.54,1.62,1.51,1.53
同亨,"=""5490""",0.0,0.0,88.7,91.3,45.0,1.58,-0.64,1.63,-0.54,2.02,-0.53,2.44,-0.14,-1.85,22.25,3.35,0.08,3.61,0.05,3.0,0.0,1.52,1.2,1.04
三聯,"=""5493""",33.6,86.3,58.4,49.3,56.900000000000006,8.19,1.3,8.62,0.63,9.77,1.95,10.5,2.54,6.52,75.5,10.5,0.73,10.9,2.42,11.4,0.33,3.59,4.1,4.58
凱崴,"=""5498""",0.0,999.0,0.0,38.5,259.375,2.49,0.92,2.44,-0.14,2.88,-0.13,2.88,-0.58,0.06,10.55,2.61,0.08,3.15,-0.04,2.98,-0.18,0.94,0.96,0.98
永信建,"=""5508""",90.0,90.0,90.0,90.0,90.0,7.62,1.19,18,2.77,21.4,3.29,35.2,5.3,12.55,124.0,30.8,4.9,29.3,4.78,30.2,4.94,3.78,3.87,2.37
德昌,"=""5511""",49.3,50.2,48.2,47.6,48.825,22.8,3.35,26.5,3.17,24.9,1.87,30.4,1.75,10.14,61.9,20.5,1.32,22.2,1.47,25,3.08,6.14,6.6,13.49
力麒,"=""5512""",72.7,0.0,71.4,236.0,95.025,14.7,-0.01,21.4,0.04,26.1,0.25,14.9,0.05,0.33,9.71,14.8,0.12,10.4,-0.04,14.0,0.0,4.58,6.74,9.03
三豐,"=""5514""",0.0,0.0,0.0,45.5,11.375,0.02,-0.07,0.03,-0.05,0.02,-0.02,4.73,0.28,0.14,19.85,0.01,-0.05,0.01,-0.04,0.01,0.03,0.0,0.01,6.8
建國,"=""5515""",74.6,139.0,65.1,55.9,83.64999999999999,10.3,0.31,9.79,0.38,8.95,0.31,12.8,0.33,1.34,28.0,11.6,0.86,13.5,0.44,14.1,0.68,6.33,6.26,9.36
雙喜,"=""5516""",-5.33,17.7,17.2,6.69,9.065,5.52,0.64,8.24,0.09,5.53,-3.93,8.52,-0.43,-3.75,18.4,2.8,-1.09,6.15,-1.02,4.58,-0.03,1.81,2.51,2.22
隆大,"=""5519""",59.6,50.8,73.3,87.0,67.675,4.42,0.27,8.73,0.83,4.17,0.22,26.3,2.36,3.69,31.8,24.2,1.22,7.24,0.48,4.9,0.18,4.82,12.76,8.56
力泰,"=""5520""",58.9,66.4,70.1,75.7,67.775,8.55,1.71,9.82,1.85,9.61,2.29,10.3,1.94,7.81,81.3,8.98,1.98,10.6,2.47,10.4,2.31,3.04,3.55,4.17
工信,"=""5521""",0.0,0.0,0.0,5.75,1.4375,10.2,-0.17,13.6,0.18,14.9,0.06,14.8,0.06,0.14,10.15,15.0,-0.2,16.4,0.01,19.9,0.2,6.79,5.51,6.67
遠雄,"=""5522""",66.9,75.7,73.8,76.5,73.22500000000001,58,1.41,10.1,0.01,49.7,0.77,101,2.57,4.76,74.6,33.1,0.56,53.5,1.33,89.5,1.53,21.81,18.56,7.43
豐謙,"=""5523""",40.2,49.5,30.5,152.0,68.05,9.35,1.13,12.2,1.53,1.41,0.13,10.4,0.94,3.73,29.95,5.06,0.61,0.02,-0.09,0.01,0.0,0.03,0.01,0.0
順天,"=""5525""",48.0,62.8,-150.0,294.0,63.7,3.4,-0.03,5.06,0.11,39.6,2.48,2.16,-0.06,2.5,30.6,1.49,-0.13,19.4,0.96,6.43,0.39,13.84,3.37,0.64
鉅陞,"=""5529""",0.0,0.0,0.0,0.0,0.0,0.24,-0.16,0.24,-0.23,0.24,-0.21,0.75,-0.42,-1.15,28.5,0.21,-0.26,0.22,-0.18,0.18,-0.33,0.05,0.06,0.07
龍巖,"=""5530""",0.0,0.0,35.7,40.5,19.05,10.4,0.58,10.1,0.81,9.35,1.02,11.1,0.47,2.88,51.5,10.3,1.03,9.42,0.8,8.92,0.47,6.96,2.85,3.12
鄉林,"=""5531""",0.0,0.0,0.0,0.0,0.0,23.5,0.34,3.43,-0.34,6.66,-0.16,4.24,-0.04,-0.2,10.5,1.7,-0.31,1.97,-0.44,10.6,0.25,1.02,0.43,25.34
皇鼎,"=""5533""",38.5,33.7,26.9,70.6,42.425,14.2,1.3,10.6,0.81,8.8,0.69,4.06,0.31,3.12,19.5,2.46,0.15,2.04,0.11,11.9,0.89,3.51,1.63,0.78
長虹,"=""5534""",87.0,56.0,100.0,55.4,74.6,6.46,0.5,5.15,0.02,18,1.14,68.4,4.67,6.32,81.7,5.44,0.3,21.6,1.28,25,1.14,14.95,19.9,33.86
聖暉*,"=""5536""",49.9,46.7,44.6,67.0,52.05,55.8,3.75,64,4.42,64.6,4.11,66.2,2.81,15.03,450.0,54.8,3.45,76.6,6.58,76.2,5.06,27.17,31.05,36.75
東明-KY,"=""5538""",149.0,44.2,40.0,60.5,73.425,34.2,0.1,36.3,0.36,30.4,0.81,28.7,-0.6,0.67,33.0,25.7,0.58,32,1.05,33.1,0.8,10.71,11.56,12.11
桓鼎-KY,"=""5543""",-3.66,-46.6,61.3,120.0,32.76,7.79,-1.18,8.69,-0.51,7.62,-0.12,8.56,-0.8,-2.57,23.6,9.22,0.41,8.06,-0.71,8.17,0.11,2.48,3.05,2.78
永固-KY,"=""5546""",-43.7,227.0,157.0,58.0,99.575,7.75,-3.42,10.5,0.05,9.48,0.33,10.4,-1.54,-4.58,29.85,7.91,0.15,7.16,0.04,5.83,0.26,2.06,2.41,2.64
安倉,"=""5548""",52.7,63.5,,,29.05,3.13,0.27,4.84,0.53,5.31,0.96,5.72,0.6,2.37,27.25,5.39,0.34,5.13,0.93,5.33,0.34,1.73,1.88,2.31
台聯櫃,"=""5601""",80.2,109.0,92.9,86.2,92.075,0.21,0.1,0.22,0.11,0.22,0.19,0.23,0.08,0.48,36.05,0.22,0.1,0.23,0.11,0.23,0.11,0.07,0.08,0.08
陸海,"=""5603""",62.2,52.9,43.5,70.4,57.25,5.18,0.33,4.78,0.62,4.18,0.68,3.89,0.31,1.93,24.45,4.02,0.35,5.68,0.89,4.7,0.23,1.16,1.07,1.54
中連,"=""5604""",241.0,235.0,90.4,90.3,164.17499999999998,0.4,0.2,0.4,0.21,0.4,0.21,0.4,0.21,0.83,41.8,0.41,0.22,0.39,0.2,0.39,1.87,0.13,0.13,0.13
遠雄港,"=""5607""",30.9,28.1,64.5,59.7,45.8,6.86,0.84,6.95,0.66,7.46,1.26,7.81,0.27,2.91,42.2,8.05,0.46,8.48,0.43,8.96,0.64,3.01,3.07,3.09
四維航,"=""5608""",0.0,24.7,27.9,0.0,13.15,8.63,-0.5,9.01,-0.65,8.68,-0.41,8.29,0.28,-1.26,15.9,7.85,-0.55,8.36,0.06,9.43,0.2,3.05,3.14,3.09
中菲行,"=""5609""",82.9,57.2,60.1,60.3,65.125,54.2,2.0,52.3,2.12,52.3,1.83,61.7,1.4,7.24,80.0,56.3,1.58,67.2,2.11,78.9,1.44,27.47,28.15,27.46
劍湖山,"=""5701""",0.0,0.0,0.0,0.0,0.0,1.32,-0.09,1.13,-0.21,1.61,-0.02,1.52,-0.03,-0.35,4.44,1.22,-0.12,1.09,-0.22,1.47,-0.07,0.35,0.46,0.48
